10, 1.16240940039139E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
11, 1.16216544552882E+0003, 6.88000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.29674022950536E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.29674021950536E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.46555232378308E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.52839712826015E+0002, 1.00000000000000E-0007, 4.60227539395609E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
12, 1.16192148109885E+0003, 2.44400000000000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.57944751234093E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 8.10668529947755E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.56506843486636E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.16041677067377E+0002, 1.76877898239318E+0002, 2.34682898903074E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
13, 1.16167750710410E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.22223520490657E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.49997371021778E+0001, 1.00000000000000E-0007, 8.65320997557897E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
14, 1.16143352354720E+0003, 5.99999999999909E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.46944394706542E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.88230625788273E+0001, 1.00000000000000E-0007, 8.45974012314679E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
15, 1.16118953043078E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
16, 1.16094552775746E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
17, 1.16070151552986E+0003, 1.18200000000000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.10782175799000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.79755003065511E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.56041887061724E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.87373639747412E+0002, 6.28066754924497E+0001, 4.14383368235893E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
18, 1.16045749375061E+0003, 4.54000000000001E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.55396918318129E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.55396917318129E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 6.41008630952088E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.98429763634833E+0001, 1.00000000000000E-0007, 1.93136121731838E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
19, 1.16021346242235E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
20, 1.15996942154768E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.36342104503662E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.33449145178142E+0001, 1.00000000000000E-0007, 8.86537000615681E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
21, 1.15972537112925E+0003, 3.20000000000005E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
22, 1.15948131116966E+0003, 8.78000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.52179640860926E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.52179639860926E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.50140311105897E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.36725054440909E+0002, 1.00000000000000E-0007, 2.59526530974307E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
23, 1.15923724167156E+0003, 6.82000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.22644644727479E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 9.60859131958249E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 8.17318768327144E-0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.17562347665758E+0002, 4.26558731531654E+0001, 8.91859635389647E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
24, 1.15899316263757E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.21594169607047E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 8.22407853297301E+0001, 1.00000000000000E-0007, 8.91508724828679E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
25, 1.15874907407030E+0003, 2.72000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.18832326627590E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 8.76765629208290E-0010, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.14055565898835E+0002, 1.94409749064588E+0001, 8.97595811630492E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
26, 1.15850497597239E+0003, 1.09000000000000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00024070835090E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.33837461313198E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.50064849927193E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.13479607977141E+0002, 4.66403247037706E+0001, 4.94889268945870E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
27, 1.15826086834647E+0003, 6.42000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.75777600278899E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.75777599278899E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.32928032335490E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 6.49146407680470E+0001, 1.00000000000000E-0007, 1.34938666837222E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
28, 1.15801675119515E+0003, 1.96800000000000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.02527332357472E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.55252042192728E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.90835724078866E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.90958123733301E+0002, 1.47002128138199E+0002, 4.13739592897147E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
29, 1.15777262452107E+0003, 8.82000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.56862069138882E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.56862068138882E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 6.38716096077942E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.18497415798101E+0002, 1.00000000000000E-0007, 1.94692138822707E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
30, 1.15752848832684E+0003, 3.15999999999999E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 9.35169738847531E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.23973024329344E-0010, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.38126693453303E+0002, 2.80022562097114E+0001, 9.04188370209999E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
31, 1.15728434261510E+0003, 1.17000000000000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.09379177869420E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.68537619197906E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.80103993274676E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.04624901701013E+0002, 7.25254159496295E+0001, 5.54419301041624E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
32, 1.15704018738847E+0003, 7.05999999999999E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.50761096278910E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.59870245929850E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.52840039100315E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.42331193750160E+0002, 1.90890850349060E+0001, 5.34613179966162E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
33, 1.15679602264958E+0003, 3.32000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.12290498217953E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.12290497217953E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.05596612653103E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.06339109178473E+0002, 1.00000000000000E-0007, 9.76350012545890E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
34, 1.15655184840105E+0003, 1.07599999999999E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 9.83866072044170E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 9.83866071044170E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 6.11057800580420E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.61010311972064E+0002, 1.00000000000000E-0007, 2.13917707186806E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
35, 1.15630766464551E+0003, 2.12000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.10391683514749E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.43669655153736E+0001, 1.00000000000000E-0007, 8.38680144689427E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
36, 1.15606347138558E+0003, 1.62000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 8.90547299967467E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.12290498217953E+0001, 1.00000000000000E-0007, 8.05034300487741E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
37, 1.15581926862389E+0003, 1.17999999999999E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.09209526921833E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.23405300591788E+0001, 1.00000000000000E-0007, 8.50974713234407E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
38, 1.15557505636307E+0003, 6.79999999999995E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.22290273818543E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 8.17726519677123E+0001, 1.00000000000000E-0007, 8.91260808204756E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
39, 1.15533083460574E+0003, 3.32000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.12290498217953E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.12290497217953E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.30948670688205E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 8.57515365584142E+0001, 1.00000000000000E-0007, 8.82898905405127E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
40, 1.15508660335452E+0003, 3.84000000000001E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.73295688444919E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.73295687444919E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.31465106809568E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.31818770509154E+0002, 1.00000000000000E-0007, 8.81189501072466E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
41, 1.15484236261204E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.38759029908683E-0008, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.18832326627590E+0000, 1.00000000000000E-0007, 7.62204018397042E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
42, 1.15459811238093E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.46632071565574E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 4.05462271655177E+0001, 1.00000000000000E-0007, 8.60795044816838E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
43, 1.15435385266382E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.67331653112243E-0009, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.97615562507602E+0001, 1.00000000000000E-0007, 8.77642189769103E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
44, 1.15410958346332E+0003, 3.88000000000000E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.77987840544630E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.77987839544630E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.53179879178450E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 7.03009418134595E+0001, 1.00000000000000E-0007, 5.96570811105601E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
45, 1.15386530478206E+0003, 1.62800000000000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.62877547072363E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.43575311748525E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.92417677800996E-0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.42354874151401E+0002, 1.48520015897510E+0002, 8.15284434343962E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
46, 1.15362101662268E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
47, 1.15337671898779E+0003, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
48, 1.15313241188003E+0003, 2.78400000000000E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 2.97463352519204E+0002, 0.00000000000000E+0000, 0.00000000000000E+0000, 5.11520373814070E+0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.27892616615615E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 3.99960832259347E+0002, 2.46311315137797E+0002, 4.77668263419776E-0001, 0.00000000000000E+0000, 0.00000000000000E+0000, 1.00000000000000E-0007, 0.00000000000000E+0000, 0.00000000000000E+0000
