SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Jan 09 16:33:51 MST 2017
User: YiFung
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: NQ25A0257
Integration Time (usec): 100000 (NQ25A0257)
Spectra Averaged: 10 (NQ25A0257)
Boxcar Smoothing: 1 (NQ25A0257)
Correct for Electrical Dark: No (NQ25A0257)
Strobe/Lamp Enabled: Yes (NQ25A0257)
Correct for Detector Non-linearity: Yes (NQ25A0257)
Correct for Stray Light: No (NQ25A0257)
Number of Pixels in Processed Spectrum: 256
>>>>>Begin Processed Spectral Data<<<<<
868.15	71.202
874.70	47.537
881.24	42.578
887.78	51.183
894.32	36.714
900.85	30.944
907.38	21.251
913.90	27.736
920.42	19.005
926.93	14.953
933.44	18.268
939.95	22.381
946.44	33.707
952.94	25.522
959.43	25.125
965.92	17.103
972.40	22.075
978.88	21.311
985.35	23.409
991.82	24.767
998.29	22.254
1004.75	20.673
1011.21	15.380
1017.67	18.047
1024.12	17.116
1030.57	18.379
1037.01	17.016
1043.45	17.669
1049.89	17.466
1056.32	17.729
1062.75	22.634
1069.18	21.702
1075.60	21.075
1082.02	15.581
1088.44	15.502
1094.85	17.447
1101.26	17.234
1107.67	15.923
1114.08	16.461
1120.48	16.750
1126.88	19.459
1133.27	19.732
1139.67	19.468
1146.06	17.853
1152.45	18.253
1158.83	18.711
1165.22	20.619
1171.60	20.609
1177.98	20.251
1184.35	19.935
1190.73	18.702
1197.10	18.662
1203.47	18.706
1209.84	20.608
1216.20	20.862
1222.56	19.518
1228.93	17.938
1235.29	17.755
1241.64	17.897
1248.00	18.962
1254.35	19.909
1260.71	19.280
1267.06	20.123
1273.41	20.140
1279.76	19.821
1286.10	18.633
1292.45	17.351
1298.79	18.406
1305.14	19.255
1311.48	18.662
1317.82	19.492
1324.16	18.620
1330.50	19.583
1336.83	19.463
1343.17	19.230
1349.51	18.766
1355.84	17.934
1362.18	17.629
1368.51	18.544
1374.84	18.093
1381.17	18.892
1387.51	20.045
1393.84	19.414
1400.17	19.890
1406.50	17.395
1412.83	17.713
1419.16	17.389
1425.49	18.303
1431.82	17.866
1438.15	17.943
1444.48	18.363
1450.81	18.337
1457.14	18.952
1463.47	18.218
1469.80	18.649
1476.13	18.114
1482.46	18.198
1488.79	18.721
1495.12	18.973
1501.45	19.410
1507.79	18.993
1514.12	18.461
1520.45	18.670
1526.79	19.310
1533.12	20.344
1539.46	19.115
1545.80	17.726
1552.13	17.963
1558.47	19.339
1564.81	19.623
1571.15	19.470
1577.50	18.366
1583.84	18.508
1590.18	18.465
1596.53	19.821
1602.88	20.215
1609.23	20.688
1615.58	19.544
1621.93	19.844
1628.28	20.019
1634.64	20.959
1641.00	21.108
1647.35	20.997
1653.72	20.593
1660.08	20.830
1666.44	20.161
1672.81	20.203
1679.18	20.173
1685.55	21.451
1691.92	21.137
1698.30	21.071
1704.67	19.548
1711.05	19.946
1717.44	18.888
1723.82	20.672
1730.21	20.563
1736.60	21.297
1742.99	20.151
1749.39	19.654
1755.78	18.962
1762.18	19.979
1768.59	19.787
1774.99	21.791
1781.40	20.451
1787.82	20.721
1794.23	20.058
1800.65	20.407
1807.07	19.718
1813.50	19.794
1819.93	19.879
1826.36	20.612
1832.79	20.260
1839.23	21.605
1845.67	21.317
1852.12	20.526
1858.57	19.974
1865.02	19.454
1871.48	19.409
1877.94	18.873
1884.40	18.215
1890.87	18.471
1897.35	16.930
1903.82	16.774
1910.30	17.103
1916.79	17.760
1923.28	18.672
1929.77	18.194
1936.27	19.503
1942.77	19.900
1949.27	19.848
1955.79	19.912
1962.30	18.879
1968.82	21.986
1975.35	21.052
1981.88	22.396
1988.41	19.468
1994.95	20.014
2001.49	20.495
2008.04	22.146
2014.59	21.170
2021.15	20.477
2027.72	19.800
2034.29	21.605
2040.86	20.193
2047.44	20.311
2054.03	20.200
2060.62	21.161
2067.21	21.259
2073.81	20.798
2080.42	22.566
2087.03	21.223
2093.65	21.740
2100.27	21.104
2106.90	22.407
2113.54	23.558
2120.18	20.736
2126.83	20.037
2133.48	20.352
2140.14	19.960
2146.81	23.037
2153.48	20.583
2160.16	24.382
2166.84	23.544
2173.53	23.921
2180.23	18.779
2186.93	20.559
2193.64	19.791
2200.36	24.103
2207.08	23.775
2213.81	24.501
2220.55	26.952
2227.29	24.144
2234.04	24.777
2240.80	18.538
2247.56	17.251
2254.33	32.418
2261.11	35.495
2267.89	35.073
2274.69	26.877
2281.49	31.835
2288.29	28.710
2295.11	28.604
2301.93	22.325
2308.76	33.842
2315.60	27.820
2322.44	33.172
2329.29	45.216
2336.15	48.783
2343.02	61.196
2349.90	49.516
2356.78	62.821
2363.67	32.912
2370.57	38.411
2377.48	39.276
2384.39	53.221
2391.31	69.600
2398.25	68.509
2405.19	69.325
2412.13	60.834
2419.09	71.109
2426.05	85.840
2433.03	85.035
2440.01	60.552
2447.00	38.996
2454.00	25.604
2461.01	39.054
2468.02	64.529
2475.05	67.379
2482.08	67.718
2489.13	74.976
2496.18	88.402
2503.24	83.418
2510.31	92.549
2517.39	83.991
2524.48	94.286
2531.58	-651.310
>>>>>End Processed Spectral Data<<<<<
